review,rating,region,platform,language,label
Superb!!! 10/10 would buy again. Incredible!!!!,5,Tamil Nadu,Snapdeal,Bengali,Fake
Decent product for the price. Packaging could be better though.,1,Delhi,Amazon,English,Legit
Fits well and is comfortable for long periods of use.,1,West Bengal,Zomato,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Karnataka,Amazon,Hindi,Fake
Fits well and is comfortable for long periods of use.,3,Karnataka,Flipkart,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,West Bengal,Amazon,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Karnataka,Flipkart,Telugu,Legit
Great product. Great service. Great everything.,4,Karnataka,Flipkart,Tamil,Fake
Great product. Great service. Great everything.,1,West Bengal,Amazon,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,West Bengal,Snapdeal,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Tamil Nadu,Zomato,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Myntra,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Zomato,Hindi,Legit
Great product. Great service. Great everything.,1,Maharashtra,Myntra,English,Fake
Fits well and is comfortable for long periods of use.,5,Karnataka,Zomato,Telugu,Legit
Decent product for the price. Packaging could be better though.,2,Maharashtra,Myntra,Telugu,Legit
Fits well and is comfortable for long periods of use.,3,West Bengal,Snapdeal,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Karnataka,Flipkart,Hindi,Fake
Received the item in good condition. Works as expected.,2,Delhi,Zomato,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,West Bengal,Flipkart,Telugu,Fake
OMG this is the best phone in the universe!!!!,4,Maharashtra,Myntra,Hindi,Fake
OMG this is the best phone in the universe!!!!,3,Maharashtra,Myntra,Tamil,Fake
Decent product for the price. Packaging could be better though.,2,Delhi,Snapdeal,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Tamil Nadu,Myntra,Telugu,Fake
Great product. Great service. Great everything.,2,Maharashtra,Snapdeal,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Delhi,Amazon,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Maharashtra,Zomato,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Delhi,Snapdeal,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,West Bengal,Myntra,English,Fake
Great product. Great service. Great everything.,3,Karnataka,Myntra,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Myntra,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,West Bengal,Flipkart,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,West Bengal,Snapdeal,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Delhi,Amazon,Tamil,Fake
Received the item in good condition. Works as expected.,2,Maharashtra,Amazon,Hindi,Legit
Decent product for the price. Packaging could be better though.,1,West Bengal,Myntra,Bengali,Legit
Received the item in good condition. Works as expected.,4,Delhi,Myntra,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Maharashtra,Snapdeal,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Tamil Nadu,Zomato,English,Legit
Received the item in good condition. Works as expected.,2,Maharashtra,Zomato,Tamil,Legit
Fits well and is comfortable for long periods of use.,1,Karnataka,Myntra,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Amazon,Hindi,Fake
Received the item in good condition. Works as expected.,2,Delhi,Myntra,English,Legit
Received the item in good condition. Works as expected.,2,West Bengal,Amazon,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Delhi,Snapdeal,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Myntra,Bengali,Fake
Received the item in good condition. Works as expected.,5,Delhi,Amazon,Tamil,Legit
Great product. Great service. Great everything.,5,Karnataka,Amazon,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Delhi,Snapdeal,Tamil,Fake
Received the item in good condition. Works as expected.,3,Karnataka,Myntra,Tamil,Legit
Decent product for the price. Packaging could be better though.,5,Tamil Nadu,Myntra,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Maharashtra,Zomato,Telugu,Fake
Received the item in good condition. Works as expected.,3,Maharashtra,Snapdeal,Telugu,Legit
Great product. Great service. Great everything.,4,Karnataka,Flipkart,Hindi,Fake
OMG this is the best phone in the universe!!!!,5,Maharashtra,Flipkart,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Karnataka,Zomato,Tamil,Fake
Great product. Great service. Great everything.,4,Karnataka,Zomato,Hindi,Fake
Fits well and is comfortable for long periods of use.,1,Tamil Nadu,Myntra,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Snapdeal,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Karnataka,Amazon,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Maharashtra,Zomato,Hindi,Legit
Fits well and is comfortable for long periods of use.,2,Tamil Nadu,Snapdeal,Telugu,Legit
Received the item in good condition. Works as expected.,1,Maharashtra,Amazon,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Maharashtra,Flipkart,Hindi,Legit
Decent product for the price. Packaging could be better though.,3,West Bengal,Amazon,Tamil,Legit
OMG this is the best phone in the universe!!!!,1,West Bengal,Zomato,Telugu,Fake
Great product. Great service. Great everything.,5,West Bengal,Zomato,English,Fake
OMG this is the best phone in the universe!!!!,1,Delhi,Myntra,English,Fake
OMG this is the best phone in the universe!!!!,3,Delhi,Amazon,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Flipkart,Tamil,Legit
OMG this is the best phone in the universe!!!!,5,West Bengal,Myntra,Tamil,Fake
Fits well and is comfortable for long periods of use.,5,West Bengal,Myntra,Bengali,Legit
OMG this is the best phone in the universe!!!!,3,West Bengal,Snapdeal,Bengali,Fake
Decent product for the price. Packaging could be better though.,1,West Bengal,Flipkart,Hindi,Legit
Received the item in good condition. Works as expected.,4,Delhi,Amazon,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Delhi,Flipkart,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Maharashtra,Myntra,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Maharashtra,Zomato,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Maharashtra,Flipkart,Hindi,Legit
Decent product for the price. Packaging could be better though.,3,West Bengal,Myntra,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Karnataka,Snapdeal,Bengali,Legit
Received the item in good condition. Works as expected.,1,Tamil Nadu,Zomato,Tamil,Legit
Decent product for the price. Packaging could be better though.,5,Delhi,Snapdeal,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Zomato,Bengali,Legit
Decent product for the price. Packaging could be better though.,4,Delhi,Snapdeal,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,West Bengal,Amazon,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Tamil Nadu,Snapdeal,Hindi,Fake
Fits well and is comfortable for long periods of use.,5,Karnataka,Amazon,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Maharashtra,Myntra,Telugu,Fake
OMG this is the best phone in the universe!!!!,5,Karnataka,Zomato,Tamil,Fake
Great product. Great service. Great everything.,2,Delhi,Flipkart,English,Fake
OMG this is the best phone in the universe!!!!,1,Delhi,Amazon,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,West Bengal,Myntra,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,Delhi,Zomato,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Karnataka,Snapdeal,Tamil,Fake
Great product. Great service. Great everything.,5,Delhi,Zomato,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,West Bengal,Myntra,Hindi,Fake
Decent product for the price. Packaging could be better though.,5,West Bengal,Flipkart,Hindi,Legit
Decent product for the price. Packaging could be better though.,5,Tamil Nadu,Zomato,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Delhi,Amazon,Hindi,Legit
Received the item in good condition. Works as expected.,1,Karnataka,Flipkart,Telugu,Legit
Great product. Great service. Great everything.,4,Delhi,Zomato,English,Fake
Great product. Great service. Great everything.,1,Delhi,Zomato,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Maharashtra,Myntra,Bengali,Legit
Fits well and is comfortable for long periods of use.,1,Karnataka,Snapdeal,English,Legit
OMG this is the best phone in the universe!!!!,1,West Bengal,Myntra,English,Fake
Received the item in good condition. Works as expected.,4,Maharashtra,Zomato,English,Legit
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Amazon,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Karnataka,Snapdeal,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,West Bengal,Flipkart,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Amazon,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Flipkart,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Tamil Nadu,Amazon,English,Fake
Decent product for the price. Packaging could be better though.,1,Tamil Nadu,Flipkart,Telugu,Legit
Fits well and is comfortable for long periods of use.,2,West Bengal,Snapdeal,Hindi,Legit
OMG this is the best phone in the universe!!!!,3,Tamil Nadu,Myntra,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Maharashtra,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Snapdeal,English,Fake
Great product. Great service. Great everything.,3,Maharashtra,Zomato,Telugu,Fake
Received the item in good condition. Works as expected.,4,Maharashtra,Snapdeal,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Delhi,Amazon,Hindi,Fake
Decent product for the price. Packaging could be better though.,3,Karnataka,Myntra,Hindi,Legit
Great product. Great service. Great everything.,3,Delhi,Snapdeal,Telugu,Fake
Received the item in good condition. Works as expected.,3,Tamil Nadu,Amazon,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Tamil Nadu,Myntra,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,West Bengal,Myntra,Telugu,Legit
Great product. Great service. Great everything.,2,Maharashtra,Zomato,Bengali,Fake
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Myntra,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Karnataka,Myntra,Hindi,Fake
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Flipkart,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,West Bengal,Snapdeal,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Flipkart,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Karnataka,Flipkart,Telugu,Fake
OMG this is the best phone in the universe!!!!,5,Delhi,Snapdeal,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Karnataka,Snapdeal,Tamil,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Amazon,English,Fake
OMG this is the best phone in the universe!!!!,3,Karnataka,Myntra,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Tamil Nadu,Amazon,Bengali,Fake
Fits well and is comfortable for long periods of use.,5,Karnataka,Zomato,Tamil,Legit
Decent product for the price. Packaging could be better though.,4,West Bengal,Zomato,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Karnataka,Myntra,Tamil,Legit
Fits well and is comfortable for long periods of use.,4,West Bengal,Flipkart,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Maharashtra,Myntra,Tamil,Legit
Fits well and is comfortable for long periods of use.,2,Karnataka,Flipkart,English,Legit
Decent product for the price. Packaging could be better though.,1,Delhi,Flipkart,Hindi,Legit
Received the item in good condition. Works as expected.,5,Maharashtra,Snapdeal,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Delhi,Flipkart,Telugu,Legit
Received the item in good condition. Works as expected.,2,Tamil Nadu,Myntra,Bengali,Legit
Great product. Great service. Great everything.,3,West Bengal,Zomato,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Snapdeal,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Delhi,Snapdeal,English,Legit
Great product. Great service. Great everything.,1,Tamil Nadu,Snapdeal,Hindi,Fake
Decent product for the price. Packaging could be better though.,2,West Bengal,Myntra,Tamil,Legit
OMG this is the best phone in the universe!!!!,1,Maharashtra,Myntra,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Tamil Nadu,Flipkart,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,West Bengal,Amazon,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,West Bengal,Snapdeal,English,Fake
Decent product for the price. Packaging could be better though.,1,Tamil Nadu,Myntra,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Delhi,Flipkart,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Snapdeal,Bengali,Legit
Decent product for the price. Packaging could be better though.,1,Karnataka,Amazon,Tamil,Legit
Decent product for the price. Packaging could be better though.,1,Tamil Nadu,Zomato,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,Tamil Nadu,Snapdeal,Bengali,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Amazon,Bengali,Fake
OMG this is the best phone in the universe!!!!,3,Delhi,Zomato,Bengali,Fake
Received the item in good condition. Works as expected.,2,Tamil Nadu,Amazon,Tamil,Legit
Received the item in good condition. Works as expected.,1,Maharashtra,Myntra,English,Legit
Great product. Great service. Great everything.,5,Tamil Nadu,Amazon,Bengali,Fake
Great product. Great service. Great everything.,3,Maharashtra,Myntra,Hindi,Fake
Great product. Great service. Great everything.,3,West Bengal,Zomato,Bengali,Fake
OMG this is the best phone in the universe!!!!,1,Maharashtra,Snapdeal,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Karnataka,Myntra,Tamil,Fake
Received the item in good condition. Works as expected.,5,Delhi,Flipkart,English,Legit
Decent product for the price. Packaging could be better though.,1,Tamil Nadu,Zomato,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,West Bengal,Snapdeal,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Maharashtra,Myntra,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Maharashtra,Zomato,English,Fake
Received the item in good condition. Works as expected.,2,Delhi,Snapdeal,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Delhi,Flipkart,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,West Bengal,Flipkart,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Tamil Nadu,Flipkart,English,Fake
Decent product for the price. Packaging could be better though.,1,West Bengal,Zomato,Hindi,Legit
Great product. Great service. Great everything.,2,Tamil Nadu,Myntra,Telugu,Fake
Fits well and is comfortable for long periods of use.,2,Delhi,Myntra,Tamil,Legit
Received the item in good condition. Works as expected.,5,Tamil Nadu,Zomato,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Maharashtra,Myntra,English,Legit
Decent product for the price. Packaging could be better though.,5,Tamil Nadu,Flipkart,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Amazon,English,Fake
Great product. Great service. Great everything.,3,Maharashtra,Zomato,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Maharashtra,Snapdeal,Bengali,Fake
Fits well and is comfortable for long periods of use.,5,Karnataka,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,West Bengal,Amazon,Telugu,Fake
Received the item in good condition. Works as expected.,2,Karnataka,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Flipkart,Bengali,Fake
Received the item in good condition. Works as expected.,3,Maharashtra,Myntra,Bengali,Legit
